URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0411.htm",| 1977:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0352.htm",| 1993:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0193.htm",| 2006:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0072.htm",| 2006:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0393.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0080.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0203.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0264.htm",| 2006:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0249.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0286.htm",| 1995:
