URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0411.htm",| 1966:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0006.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0105.htm",| 2009:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0393.htm",| 1984:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0072.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0284.htm",| 2007:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0248.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0264.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0023.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0324.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0214.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0265.htm",| 2007:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0352.htm",| 1982:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0193.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0203.htm",| 1984:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0080.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0256.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0266.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0367.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0338.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0249.htm",| 1984:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0231.htm",| 2007:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0286.htm",| 1984:
