URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0283.htm",| 17
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0388.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0267.htm",| 17
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0009.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0121.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0360.htm",| 40
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0147.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0378.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0412.htm",| 17
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0048.htm",| 40
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0252.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0196.htm",| 40
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0387.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0414.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0389.htm",| 40
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0335.htm",| 17
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0257.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0174.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0415.htm",| 14
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0079.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0015.htm",| 18
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0173.htm",| 40
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0239.htm",| 43
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0161.htm",| 42
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0164.htm",) | 23
