URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0010.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0000.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0218.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0107.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0008.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0005.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0071.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0390.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0224.htm",8.1
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0261.htm",8.1
