URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0330.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0237.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0328.htm",| 1997:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0283.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0411.htm",| 1950:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0105.htm",| 1993:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0393.htm",| 1968:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0072.htm",| 1979:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0351.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0282.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0248.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0264.htm",| 1979:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0023.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0314.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0324.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0018.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0256.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0230.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0338.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0231.htm",| 1991:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0333.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0183.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0006.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0130.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0284.htm",| 1991:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0214.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0213.htm",| 1997:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0026.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0365.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0306.htm",| 1995:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0265.htm",| 1991:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0352.htm",| 1966:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0193.htm",| 1979:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0080.htm",| 1983:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0203.htm",| 1968:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0266.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0367.htm",| 1994:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0270.htm",| 1997:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0249.htm",| 1968:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0286.htm",| 1968:
