URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0283.htm",| 4
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0388.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0267.htm",| 4
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0009.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0121.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0360.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0147.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0378.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0412.htm",| 4
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0048.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0252.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0196.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0387.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0414.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0389.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0257.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0335.htm",| 4
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0174.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0415.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0079.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0015.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0173.htm",| 3
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0239.htm",| 5
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0161.htm",| 8
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0164.htm",| 3
