URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0411.htm",| 1970:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0352.htm",| 1986:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0193.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0072.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0393.htm",| 1988:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0080.htm",| 2003:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0203.htm",| 1988:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0264.htm",| 1999:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0249.htm",| 1988:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0286.htm",| 1988:
