URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0411.htm",| 1967:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0105.htm",| 2010:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0393.htm",| 1985:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0072.htm",| 1996:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0284.htm",| 2008:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0264.htm",| 1996:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0265.htm",| 2008:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0352.htm",| 1983:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0193.htm",| 1996:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0203.htm",| 1985:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0080.htm",| 2000:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0249.htm",| 1985:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0231.htm",| 2008:
"/media/Dados/bases/SWDE/nbaplayer/nbaplayer-wiki/0286.htm",| 1985:
