URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/auto/auto-motortrend/0271.htm",.FilterSpacer64eb {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0505.htm",.FilterSpacer3f59 {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0079.htm",.FilterSpacerb56d {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0999.htm",.FilterSpacer5d48 {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0876.htm",.FilterSpacer340d {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0170.htm",.FilterSpacer00ff {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0040.htm",.FilterSpacer0718 {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0109.htm",.FilterSpacer4271 {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0818.htm",.FilterSpacer4c67 {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
"/media/Dados/bases/SWDE/auto/auto-motortrend/0623.htm",.FilterSpacer6bcd {TEXT-INDENT: -0px; PADDING-LEFT: 0px; PADDING-BOTTOM: 0px; PADDING-RIGHT: 10px;}
