URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/job/job-careerbuilder/1416.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1434.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1431.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1437.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1430.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1417.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1435.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1436.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1419.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1428.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1429.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1420.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1438.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1432.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1433.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1418.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
"/media/Dados/bases/SWDE/job/job-careerbuilder/1415.htm",Entry Level ELECTRICAL TECHNOLOGY Specialist | Training Availabl
